3034,1.9506307466666665E7;
1887,9842631.466666667;
715,7292493.6;
6207,8455715.466666667;
4523,2.2056444533333335E7;
6416,1.4674469866666667E7;
9506,6934580.8;
4887,6576666.933333334;
2198,1.2526986133333333E7;
6412,2.7469893866666667E7;
9196,1.30638568E7;
7281,8679410.133333333;
9082,8366236.0;
4368,1.61061256E7;
7066,2.12958776E7;
2154,1.0111066133333333E7;
7605,6263492.0;
320,6531927.466666667;
9727,1.8745740533333335E7;
2737,1.6687735733333332E7;
9319,8142539.733333333;
3003,6084535.2;
9400,6979320.266666667;
7067,2.1832748E7;
3969,1.3466510133333333E7;
9249,7471450.666666667;
9677,7560928.8;
436,1.24375064E7;
6870,2.0624788266666666E7;
2412,1.1050591466666667E7;
2908,7334037.142857143;
8006,6039796.0;
4669,1.21690712E7;
5575,1.9103655466666665E7;
8249,8455714.666666666;
7685,6576666.933333334;
4769,6666145.333333333;
6863,1.6866692266666666E7;
5406,1.79404344E7;
6918,9305760.0;
2959,5950317.6;
2222,6442449.6;
4161,1.2213810933333334E7;
2157,2.4114450133333333E7;
7148,1.1140069333333334E7;
5736,6710884.0;
3873,6934580.0;
6488,9439977.866666667;
2453,1.91931336E7;
8742,5464577.142857143;
312,431413.71428571426;
9116,0.0;
4393,0.0;
6809,223696.0;
9446,134217.6;
261,0.0;
2407,0.0;
7960,0.0;
9067,0.0;
6354,134217.6;
5546,0.0;
6474,0.0;
9530,0.0;
3396,0.0;
5792,0.0;
4015,0.0;
4293,0.0;
819,0.0;
2182,0.0;
3935,0.0;
9418,178956.8;
4270,134217.6;
674,0.0;
5119,0.0;
8781,0.0;
3363,0.0;
535,0.0;
8978,0.0;
8295,0.0;
9611,0.0;
7901,0.0;
6846,0.0;
8181,0.0;
557,0.0;
1133,0.0;
5367,0.0;
7014,0.0;
8356,0.0;
613,0.0;
4284,0.0;
5090,0.0;
5022,0.0;
7681,0.0;
4450,0.0;
7528,0.0;
1935,0.0;
3582,0.0;
3858,0.0;
9419,0.0;
8217,0.0;
9479,0.0;
6027,0.0;
6353,0.0;
1180,0.0;
2877,44739.2;
8146,402652.8;
3677,134217.6;
2131,134217.6;
4100,0.0;
6079,0.0;
6957,0.0;
2540,0.0;
8886,0.0;
9520,0.0;
4305,0.0;
8828,0.0;
9614,0.0;
3393,0.0;
8442,0.0;
8812,134217.6;
8175,0.0;
918,0.0;
2688,0.0;
9285,0.0;
8102,0.0;
9688,0.0;
421,0.0;
2072,0.0;
2213,89478.4;
4573,313174.4;
1979,0.0;
5471,0.0;
4712,0.0;
281,0.0;
6452,0.0;
9011,0.0;
3468,0.0;
2024,0.0;
8374,0.0;
2107,0.0;
9037,0.0;
4889,0.0;
931,0.0;
1366,0.0;
1861,0.0;
1219,134217.6;
7965,0.0;
7067,0.0;
8043,0.0;
622,0.0;
6814,0.0;
6640,0.0;
7121,0.0;
9040,0.0;
2799,0.0;
1846,357913.6;
2333,178956.8;
1741,0.0;
4054,0.0;
6810,134217.6;
5016,0.0;
64,44739.2;
2294,3221223.466666667;
6051,5189751.2;
9984,6308230.933333334;
3256,7516191.2;
1140,1.3153334933333334E7;
5217,1.8208870133333333E7;
7990,8813628.533333333;
4887,7650408.0;
8619,7605669.333333333;
2368,2.34433608E7;
4727,1.48534264E7;
7925,8097800.533333333;
4615,8321497.333333333;
4333,1.61061256E7;
3196,1.8387826933333334E7;
3822,9305760.0;
7194,5860839.2;
925,8858368.533333333;
7725,1.99089608E7;
8731,9797892.266666668;
3960,6666144.8;
9599,5995056.8;
3457,1.68219528E7;
4297,1.9506306933333334E7;
5930,9350500.533333333;
4530,6442448.8;
4697,9529456.533333333;
1414,2.1295877066666666E7;
1723,1.0290024E7;
7031,6263492.0;
9131,1.0334762933333334E7;
2776,1.525608E7;
9345,1.43612952E7;
8698,2192221.3333333335;
2670,0.0;
4105,0.0;
1280,0.0;
4792,0.0;
1417,0.0;
4518,0.0;
6190,0.0;
2934,0.0;
3083,0.0;
3665,0.0;
7111,0.0;
1420,0.0;
92,0.0;
6995,0.0;
1716,0.0;
2206,0.0;
535,0.0;
766,223696.0;
4962,268435.2;
5906,0.0;
1197,0.0;
5293,0.0;
8212,0.0;
59,0.0;
8909,0.0;
8310,0.0;
1802,0.0;
7329,0.0;
2668,0.0;
311,0.0;
9959,0.0;
7314,0.0;
9140,0.0;
247,0.0;
7923,89478.4;
4228,268435.2;
8436,0.0;
3086,0.0;
1217,0.0;
2790,0.0;
5394,0.0;
354,0.0;
6097,0.0;
6419,0.0;
3985,0.0;
1052,0.0;
8386,0.0;
5009,0.0;
8894,0.0;
3063,0.0;
5153,223696.0;
4441,134217.6;
8896,0.0;
4571,0.0;
9973,0.0;
6313,0.0;
1168,0.0;
887,0.0;
7871,0.0;
4339,0.0;
4368,0.0;
4536,0.0;
503,0.0;
3359,0.0;
979,89478.4;
5541,44739.2;
5559,0.0;
7968,0.0;
6229,0.0;
4381,0.0;
6990,0.0;
405,0.0;
1672,0.0;
2297,0.0;
4209,0.0;
1516,0.0;
6455,0.0;
2317,0.0;
9127,0.0;
4374,0.0;
8230,0.0;
9672,0.0;
9619,0.0;
7451,223696.0;
8684,134217.6;
2105,0.0;
6797,0.0;
3101,0.0;
5761,0.0;
8998,0.0;
1342,0.0;
7570,0.0;
5754,0.0;
3196,0.0;
1068,0.0;
737,0.0;
3705,0.0;
960,0.0;
7870,0.0;
7363,0.0;
9759,0.0;
3554,0.0;
7279,0.0;
6744,0.0;
2498,0.0;
8659,0.0;
7918,0.0;
4372,0.0;
7639,0.0;
984,0.0;
1374,0.0;
7423,0.0;
1957,0.0;
9283,0.0;
5202,0.0;
5754,0.0;
7801,0.0;
1280,0.0;
3092,134217.6;
1425,0.0;
3149,0.0;
8945,0.0;
6586,0.0;
2729,0.0;
5798,0.0;
4025,0.0;
2163,0.0;
3197,0.0;
7994,0.0;
7765,0.0;
5983,89478.4;
2126,581609.6;
9550,0.0;
9350,0.0;
6144,0.0;
792,0.0;
3366,0.0;
4765,89478.4;
8902,223696.0;
7702,0.0;
7130,0.0;
1479,0.0;
1008,178956.8;
7002,402652.8;
8942,223696.0;
4648,0.0;
5001,0.0;
6447,0.0;
2627,0.0;
7383,626348.8;
8149,0.0;
5255,0.0;
570,0.0;
1027,0.0;
8559,0.0;
7558,0.0;
8073,0.0;
1357,0.0;
3904,0.0;
4219,0.0;
3397,0.0;
3180,0.0;
9222,0.0;
4289,0.0;
1970,0.0;
8844,0.0;
251,0.0;
7565,0.0;
1530,0.0;
5900,0.0;
7928,0.0;
1355,0.0;
7394,0.0;
5322,0.0;
7800,0.0;
7823,0.0;
3477,0.0;
4505,0.0;
5375,0.0;
3109,0.0;
5215,0.0;
8589,0.0;
4714,0.0;
5786,0.0;
5133,0.0;
9587,0.0;
2931,2147481.6;
160,894784.0;
413,134217.6;
5239,0.0;
7701,0.0;
9409,0.0;
4564,0.0;
8563,0.0;
8356,0.0;
4654,0.0;
2018,0.0;
4679,0.0;
3690,0.0;
8635,0.0;
5351,0.0;
3603,0.0;
1226,178956.8;
6895,134217.6;
9675,0.0;
6488,0.0;
3346,0.0;
5109,0.0;
7747,0.0;
8001,0.0;
5445,0.0;
8506,0.0;
2329,0.0;
9443,0.0;
47,0.0;
8217,0.0;
9409,0.0;
5563,0.0;
8714,0.0;
9827,0.0;
7070,0.0;
3037,0.0;
449,0.0;
1391,0.0;
9960,0.0;
83,0.0;
1355,0.0;
1752,0.0;
8605,0.0;
4803,0.0;
5283,0.0;
5139,0.0;
6140,0.0;
4473,0.0;
9368,0.0;
4679,0.0;
2399,0.0;
9267,0.0;
1513,0.0;
5735,134217.6;
6806,223696.0;
1619,0.0;
9093,0.0;
9796,402652.8;
6973,223696.0;
6853,0.0;
9488,0.0;
1008,0.0;
9536,0.0;
1536,0.0;
3383,0.0;
378,0.0;
3377,0.0;
3556,0.0;
1217,0.0;
7200,0.0;
3092,0.0;
1892,44739.2;
1643,268435.2;
3296,0.0;
2336,0.0;
4702,0.0;
8403,0.0;
3306,0.0;
2504,0.0;
1461,0.0;
8643,0.0;
3439,0.0;
2091,0.0;
8626,0.0;
1371,0.0;
1868,0.0;
6042,0.0;
8598,0.0;
9470,0.0;
6237,0.0;
2425,0.0;
8570,0.0;
2522,0.0;
7656,0.0;
5805,0.0;
9279,0.0;
511,0.0;
5980,0.0;
2899,0.0;
3643,0.0;
439,0.0;
8175,0.0;
6223,0.0;
1797,0.0;
8845,0.0;
137,0.0;
5794,0.0;
2142,0.0;
3287,0.0;
2465,0.0;
7196,0.0;
7672,0.0;
4936,0.0;
2363,0.0;
6774,0.0;
3073,0.0;
2637,0.0;
7117,223696.0;
1151,134217.6;
860,0.0;
5991,0.0;
9387,0.0;
8769,0.0;
4180,0.0;
1341,0.0;
956,0.0;
5763,0.0;
9805,0.0;
9888,0.0;
9483,0.0;
7096,0.0;
7303,0.0;
1600,268435.2;
2350,0.0;
6600,0.0;
9438,0.0;
2044,0.0;
2719,0.0;
6325,0.0;
4397,0.0;
1852,536870.4;
5572,0.0;
6453,0.0;
2665,0.0;
103,0.0;
5673,89478.4;
1885,0.0;
14,0.0;
3615,0.0;
5166,0.0;
606,0.0;
3430,0.0;
3842,0.0;
5814,0.0;
1931,0.0;
8584,0.0;
1913,0.0;
9774,0.0;
9802,0.0;
5915,0.0;
156,134217.6;
3252,0.0;
7482,0.0;
7311,0.0;
5430,0.0;
9350,0.0;
5167,0.0;
6960,0.0;
5529,671088.0;
34,134217.6;
1319,268435.2;
7995,0.0;
5006,0.0;
2219,0.0;
1850,0.0;
1248,0.0;
850,0.0;
9704,0.0;
8677,0.0;
3617,0.0;
1631,0.0;
925,0.0;
631,0.0;
1364,223696.0;
5979,44739.2;
2297,0.0;
5212,0.0;
7992,0.0;
7542,0.0;
8312,0.0;
9262,0.0;
7252,0.0;
3928,0.0;
2490,0.0;
278,0.0;
9319,0.0;
6589,0.0;
7778,178956.8;
7791,268435.2;
2185,0.0;
7048,0.0;
1076,0.0;
5994,0.0;
946,0.0;
2466,0.0;
4157,0.0;
4638,89478.4;
4782,178956.8;
106,134217.6;
2488,0.0;
5131,0.0;
5173,0.0;
5977,0.0;
4168,0.0;
2667,0.0;
9171,0.0;
7633,0.0;
3535,0.0;
3319,0.0;
8401,0.0;
4936,0.0;
7875,0.0;
7022,0.0;
7843,0.0;
5422,0.0;
1075,0.0;
3576,0.0;
8470,0.0;
2860,0.0;
5114,0.0;
8983,0.0;
4289,0.0;
8564,0.0;
8798,134217.6;
3678,0.0;
7484,0.0;
5071,0.0;
3314,0.0;
2598,0.0;
4975,0.0;
907,0.0;
5832,0.0;
9363,0.0;
5956,0.0;
3349,0.0;
5674,0.0;
3345,0.0;
2737,0.0;
3308,0.0;
2349,516221.53846153844;
8898,178956.8;
6588,0.0;
2768,0.0;
1139,0.0;
595,0.0;
6152,0.0;
581,0.0;
9887,0.0;
6995,0.0;
8511,0.0;
6836,268435.2;
101,134217.6;
8113,0.0;
1974,0.0;
9500,0.0;
6565,0.0;
8595,0.0;
5300,0.0;
9594,134217.6;
2306,0.0;
9377,0.0;
184,0.0;
2764,0.0;
9895,0.0;
5532,0.0;
2586,0.0;
5786,223696.0;
5877,536870.4;
6959,0.0;
3748,0.0;
6287,0.0;
2387,0.0;
1570,0.0;
3593,0.0;
2743,0.0;
8919,0.0;
7729,0.0;
7628,0.0;
9707,0.0;
7639,0.0;
3835,44739.2;
3401,89478.4;
112,0.0;
7643,0.0;
8137,0.0;
4140,0.0;
2497,0.0;
7112,0.0;
1147,402652.8;
5278,44739.2;
6063,89478.4;
7464,134217.6;
6343,0.0;
4211,0.0;
548,0.0;
275,0.0;
2250,0.0;
4891,0.0;
1109,0.0;
6000,0.0;
433,0.0;
6613,0.0;
629,268435.2;
3332,0.0;
9462,0.0;
707,0.0;
3162,0.0;
9437,0.0;
4496,0.0;
9753,0.0;
2584,0.0;
4206,0.0;
5744,0.0;
1424,0.0;
9970,0.0;
6196,0.0;
6816,0.0;
3065,0.0;
1662,0.0;
3995,0.0;
5695,0.0;
3737,0.0;
7569,0.0;
4344,268435.2;
6925,0.0;
7605,0.0;
5863,0.0;
7584,0.0;
3486,0.0;
6264,0.0;
5862,0.0;
1702,0.0;
791,0.0;
7893,0.0;
5678,0.0;
8605,0.0;
3242,89478.4;
7956,1073740.8;
4985,0.0;
90,0.0;
5893,0.0;
9591,0.0;
6103,0.0;
6454,0.0;
9869,0.0;
1801,0.0;
8575,0.0;
7659,0.0;
434,0.0;
70,0.0;
3321,0.0;
5550,0.0;
844,0.0;
7159,0.0;
2583,0.0;
5748,0.0;
3459,0.0;
1459,0.0;
923,0.0;
9526,0.0;
1979,0.0;
6530,0.0;
749,0.0;
9220,0.0;
5133,0.0;
8219,0.0;
3058,0.0;
5569,0.0;
2650,0.0;
5089,0.0;
397,0.0;
1715,0.0;
8934,0.0;
3838,0.0;
4396,0.0;
6576,0.0;
8515,0.0;
3799,0.0;
4658,0.0;
9768,0.0;
21,0.0;
3702,0.0;
9274,0.0;
1345,0.0;
2229,0.0;
9431,0.0;
9770,0.0;
2242,0.0;
6538,0.0;
3709,0.0;
4928,0.0;
5485,0.0;
5144,134217.6;
7304,143804.57142857142;
8577,0.0;
4013,0.0;
3102,0.0;
6716,0.0;
6179,0.0;
8237,0.0;
5531,0.0;
5066,0.0;
3873,0.0;
5358,0.0;
8249,0.0;
1371,0.0;
1454,0.0;
2913,0.0;
1308,0.0;
8346,0.0;
7709,0.0;
987,0.0;
75,0.0;
399,0.0;
2541,0.0;
1139,0.0;
7791,0.0;
1581,0.0;
5304,0.0;
5170,0.0;
6852,134217.6;
7932,313174.4;
2946,0.0;
3598,0.0;
3478,0.0;
9852,0.0;
4692,0.0;
1902,0.0;
1854,0.0;
7934,0.0;
2237,0.0;
2475,0.0;
9373,0.0;
41,0.0;
5741,0.0;
1545,0.0;
4177,0.0;
8294,0.0;
6260,0.0;
3293,0.0;
9847,0.0;
2139,0.0;
4666,0.0;
7905,0.0;
9780,0.0;
7672,0.0;
5620,0.0;
6331,0.0;
5568,0.0;
4011,0.0;
2683,0.0;
2177,0.0;
9537,0.0;
4649,0.0;
7284,313174.4;
337,134217.6;
1474,536870.4;
5453,0.0;
9921,0.0;
2712,0.0;
3531,0.0;
1261,0.0;
6717,178956.8;
3708,134217.6;
5333,0.0;
9848,0.0;
8246,0.0;
2042,0.0;
3362,0.0;
5489,0.0;
417,0.0;
854,89478.4;
4868,44739.2;
4255,0.0;
9105,0.0;
5122,0.0;
6727,0.0;
9774,0.0;
1235,0.0;
3922,0.0;
3973,0.0;
1237,0.0;
5042,0.0;
5222,0.0;
1022,0.0;
5117,0.0;
1367,0.0;
2590,0.0;
1023,0.0;
8264,0.0;
6010,0.0;
6418,0.0;
5229,0.0;
2856,0.0;
396,0.0;
7124,0.0;
4776,0.0;
2993,0.0;
4116,0.0;
4129,0.0;
1851,357913.6;
8666,0.0;
8268,0.0;
2379,0.0;
5895,0.0;
5266,0.0;
2926,0.0;
7647,0.0;
3136,0.0;
5872,0.0;
5588,0.0;
2964,0.0;
4581,134217.6;
9122,134217.6;
9967,0.0;
1098,0.0;
8369,268435.2;
7633,2102742.4;
6116,44739.2;
2242,0.0;
7326,0.0;
674,0.0;
3563,0.0;
1786,0.0;
1473,0.0;
68,0.0;
8841,0.0;
379,0.0;
8305,0.0;
134,0.0;
7626,0.0;
7367,0.0;
688,0.0;
909,0.0;
9530,0.0;
9123,0.0;
3407,0.0;
8847,0.0;
547,0.0;
5788,0.0;
4578,0.0;
729,0.0;
4116,0.0;
3520,0.0;
7407,0.0;
4617,0.0;
6813,0.0;
4447,0.0;
1126,0.0;
6331,0.0;
8826,0.0;
3252,0.0;
7300,0.0;
1171,0.0;
2484,0.0;
7515,0.0;
9183,0.0;
8362,357913.6;
4418,44739.2;
8805,0.0;
7297,0.0;
70,0.0;
8162,0.0;
2863,0.0;
4009,0.0;
7727,0.0;
4418,0.0;
145,0.0;
3490,0.0;
5889,0.0;
5592,0.0;
2546,0.0;
1191,0.0;
7868,0.0;
9734,0.0;
8115,0.0;
8696,0.0;
7991,0.0;
6515,0.0;
3283,0.0;
5668,0.0;
2482,0.0;
4537,0.0;
1236,0.0;
490,0.0;
4701,0.0;
4913,0.0;
5879,0.0;
5147,0.0;
740,0.0;
784,0.0;
3112,0.0;
7933,0.0;
8226,0.0;
6286,0.0;
5036,0.0;
9638,0.0;
4601,0.0;
1271,0.0;
8138,0.0;
4995,0.0;
1110,0.0;
79,0.0;
3504,0.0;
1405,0.0;
5253,268435.2;
3596,0.0;
5695,0.0;
1199,0.0;
7573,0.0;
3901,0.0;
7002,0.0;
2044,0.0;
8290,0.0;
9920,0.0;
5544,0.0;
2472,0.0;
5532,0.0;
668,0.0;
8871,0.0;
5991,0.0;
9670,0.0;
9899,0.0;
9593,0.0;
7733,0.0;
7643,0.0;
2300,0.0;
5892,0.0;
2186,178956.8;
7035,89478.4;
6681,0.0;
7755,0.0;
9202,0.0;
2165,0.0;
6110,0.0;
9226,0.0;
8161,268435.2;
3458,89478.4;
8342,0.0;
8079,0.0;
6962,0.0;
6985,0.0;
2513,0.0;
6907,0.0;
3321,0.0;
3196,0.0;
9646,0.0;
3843,0.0;
765,0.0;
2611,0.0;
5183,0.0;
6846,0.0;
653,0.0;
1504,0.0;
1522,0.0;
2830,0.0;
4588,0.0;
2460,0.0;
7310,0.0;
1784,0.0;
8640,0.0;
3103,0.0;
8120,0.0;
6447,0.0;
1970,0.0;
1260,0.0;
62,0.0;
143,0.0;
7634,0.0;
6346,0.0;
3849,0.0;
8913,178956.8;
2608,1163219.2;
4881,268435.2;
1914,357913.6;
9220,0.0;
7434,0.0;
2670,0.0;
5267,0.0;
9198,0.0;
3236,0.0;
7428,0.0;
9950,0.0;
9662,0.0;
5347,0.0;
3405,0.0;
5214,0.0;
902,0.0;
8296,223696.0;
3903,268435.2;
6792,0.0;
2682,0.0;
6466,0.0;
8499,0.0;
9065,0.0;
7785,0.0;
8404,0.0;
9259,0.0;
9275,0.0;
3950,0.0;
448,0.0;
4236,0.0;
5488,0.0;
5131,0.0;
7116,0.0;
7179,0.0;
7508,0.0;
602,89478.4;
1528,268435.2;
9515,0.0;
6591,0.0;
9646,0.0;
9012,0.0;
4378,0.0;
5455,0.0;
322,0.0;
1040,0.0;
2771,0.0;
4840,0.0;
3084,0.0;
4592,0.0;
8769,0.0;
6656,0.0;
3944,0.0;
4200,0.0;
4085,0.0;
6624,0.0;
7296,402652.8;
4,0.0;
2302,0.0;
1240,0.0;
5497,0.0;
5403,0.0;
9584,0.0;
4871,0.0;
904,0.0;
2110,0.0;
1803,0.0;
2852,0.0;
6170,0.0;
8802,0.0;
7665,0.0;
5563,0.0;
284,0.0;
1887,0.0;
3619,0.0;
6618,0.0;
1121,134217.6;
3419,402652.8;
9156,0.0;
5572,0.0;
56,0.0;
1682,0.0;
414,0.0;
1808,0.0;
577,0.0;
4544,0.0;
5941,0.0;
1670,0.0;
789,0.0;
4332,0.0;
910,0.0;
5294,0.0;
9180,0.0;
5692,0.0;
5152,0.0;
3104,0.0;
4098,0.0;
4639,0.0;
5915,0.0;
4469,134217.6;
17,0.0;
7863,0.0;
8483,0.0;
2635,0.0;
7843,134217.6;
6227,0.0;
6440,134217.6;
737,0.0;
2282,0.0;
5364,0.0;
8699,0.0;
3392,0.0;
6609,0.0;
9280,0.0;
2241,0.0;
7219,0.0;
4010,0.0;
9966,0.0;
7910,0.0;
1457,0.0;
5188,0.0;
7165,0.0;
1599,0.0;
6802,0.0;
3837,0.0;
7625,0.0;
4683,223696.0;
6543,402652.8;
5228,402652.8;
2460,0.0;
5652,0.0;
9165,0.0;
8226,0.0;
4561,0.0;
9558,0.0;
5649,0.0;
7770,0.0;
5383,0.0;
3112,0.0;
7919,0.0;
3105,0.0;
1918,0.0;
1043,0.0;
7089,89478.4;
6846,0.0;
132,0.0;
3683,0.0;
1485,0.0;
1360,0.0;
788,134217.6;
6654,0.0;
4758,0.0;
1860,0.0;
7152,0.0;
991,0.0;
3852,0.0;
138,0.0;
1844,0.0;
6077,0.0;
5040,0.0;
8914,134217.6;
1823,0.0;
8364,0.0;
3844,0.0;
4388,0.0;
6342,0.0;
6007,0.0;
1213,0.0;
3810,0.0;
2596,0.0;
3260,0.0;
4028,0.0;
5603,0.0;
7755,0.0;
8760,0.0;
2766,0.0;
1893,0.0;
4062,0.0;
8689,0.0;
2893,0.0;
7199,0.0;
5790,0.0;
9197,0.0;
9484,0.0;
2446,0.0;
2977,671088.0;
2427,268435.2;
6442,0.0;
479,0.0;
7049,0.0;
7061,0.0;
2697,0.0;
7835,0.0;
7753,0.0;
7349,0.0;
7820,0.0;
7622,0.0;
9091,0.0;
4274,0.0;
8574,0.0;
85,0.0;
4406,0.0;
8718,0.0;
6121,0.0;
651,0.0;
7156,0.0;
9276,0.0;
841,0.0;
97,0.0;
4492,0.0;
6716,0.0;
7988,0.0;
7822,0.0;
5301,0.0;
2973,0.0;
2814,0.0;
7192,0.0;
3015,0.0;
5073,0.0;
8170,402652.8;
1373,44739.2;
6218,0.0;
3365,0.0;
1122,0.0;
9185,0.0;
6832,0.0;
9091,0.0;
7633,268435.2;
3091,268435.2;
6480,0.0;
8425,0.0;
5999,0.0;
5670,0.0;
6561,0.0;
8891,0.0;
384,134217.6;
6625,268435.2;
6474,0.0;
9296,0.0;
5545,0.0;
9736,0.0;
7486,0.0;
6207,0.0;
2634,0.0;
8014,0.0;
6794,0.0;
8382,0.0;
3823,0.0;
5777,178956.8;
7487,178956.8;
5540,0.0;
425,0.0;
8345,0.0;
5326,0.0;
9398,0.0;
5174,134217.6;
3627,134217.6;
2486,0.0;
2992,0.0;
4361,0.0;
5019,0.0;
1809,0.0;
8951,0.0;
9652,0.0;
1681,0.0;
2423,0.0;
8619,0.0;
2578,0.0;
546,0.0;
9110,0.0;
1723,0.0;
6932,44739.2;
4223,536870.4;
3277,89478.4;
586,0.0;
5580,0.0;
317,0.0;
2984,0.0;
3830,0.0;
8606,0.0;
645,0.0;
3126,0.0;
1986,0.0;
9073,0.0;
3320,134217.6;
4564,0.0;
1416,0.0;
1222,0.0;
6751,0.0;
2764,0.0;
3615,0.0;
3439,0.0;
2211,0.0;
2356,0.0;
4063,0.0;
4967,357913.6;
847,0.0;
